SDSS,petroR90_g,b_a,TT,Bar,RA,DE,hubble,ellip
J14385134+04194141,4.91,0.617,0,0,219.71392,4.328169,S0,-99
J14423263+04254967,32.61,0.293,5,0,220.63596,4.430464,Sc,-99
J14432565+04224467,12.91,0.507,-5,0,220.85687,4.379075,E5,5
J14472261+04231153,8.29,0.902,-3,0,221.84421,4.386536,S0,-99
J14541783+04170202,16.41,0.803,-3,0,223.57429,4.283894,S0,-99
J14580638+04060364,14.4,0.898,-3,0,224.52658,4.101011,S0,-99
J15002676+04104445,7.72,0.503,2,0,225.1115,4.179014,Sa,-99
J15143852+04021069,23.02,0.727,4,4,228.6605,4.036303,SBb,-99
J15151111+03505463,16.99,0.62,-5,0,228.79629,3.848508,E4,4
J15152737+03562135,14.32,0.729,-5,0,228.86404,3.939264,E3,3
J15155847+03595707,14.47,0.754,4,0,228.99362,3.999186,Sb,-99
J15183940+03474481,11.99,0.941,-3,0,229.66417,3.795781,S0,-99
J15220188+03450631,15.88,0.9,-3,0,230.50783,3.751753,S0,-99
J15260355+03484161,12.77,0.391,0,0,231.51479,3.811558,S0,-99
J15262167+03500246,35.57,0.899,3,0,231.59029,3.834017,Sb,-99
J15310617+03441563,9.15,0.78,-3,0,232.77571,3.737675,S0,-99
J12355351+05472348,12.56,0.72,0,0,188.97296,5.789856,S0,-99
J12355379+05453981,30.17,0.728,-5,0,188.97412,5.761058,E3,3
J12410259+05414502,7.69,0.866,-2,0,190.26079,5.695839,S0,-99
J13165978+05392443,9.31,0.787,-2,0,199.24908,5.656786,S0,-99
J13204520+05281252,13.04,0.367,5,0,200.18833,5.470144,Sc,-99
J13225566+05293268,8.51,0.39,1,0,200.73192,5.492411,Sa,-99
J13332804+05284917,29.64,0.359,5,0,203.36683,5.480325,Sc,-99
J13404995+05245867,10.51,0.504,1,0,205.20812,5.416297,Sa,-99
J13475071+05273038,6.71,0.467,1,0,206.96129,5.458439,Sa,-99
J13520772+05255584,7.49,0.715,0,0,208.03217,5.432178,S0,-99
J13540626+05212287,60.1,0.903,5,8,208.52608,5.356353,SBc,-99
J13570745+05150677,9.73,0.946,-2,0,209.28104,5.251881,S0,-99
J14024651+05105714,10.07,0.797,0,0,210.69379,5.182539,S0,-99
J14175944+05040952,11.11,0.543,3,0,214.49767,5.069311,Sb,-99
J14195140+05033993,19.25,0.978,-5,0,214.96417,5.061092,E0,0
J14212975+05042354,24.47,0.531,4,0,215.37396,5.073206,Sb,-99
J14243453+05034386,13.5,0.739,3,0,216.14387,5.062183,Sb,-99
J14274731+04544492,14.36,0.975,4,0,216.94712,4.912478,Sb,-99
J15052019+04285002,16.78,0.206,3,0,226.33412,4.480561,Sb,-99
J15074382+04234767,11.79,0.77,0,0,226.93258,4.396575,S0,-99
J15110563+04300709,13.91,0.802,0,0,227.77346,4.501969,S0,-99
J15113700+04280209,9.82,0.831,-2,0,227.90417,4.467247,S0,-99
J15131042+04285544,11.22,0.923,0,0,228.29342,4.482067,S0,-99
J15131201+04170016,9.18,0.215,1,0,228.30004,4.283378,Sa,-99
J15131858+04283890,16.5,0.768,-3,0,228.32742,4.477472,S0,-99
J15134331+04214370,13.66,0.714,4,0,228.43046,4.362139,Sb,-99
J15172296+04124896,10.93,0.707,-5,0,229.34567,4.2136,E3,3
J15190351+04200118,18.04,0.73,-5,0,229.76462,4.333661,E3,3
J15184382+04173513,23.58,0.848,4,0,229.68258,4.293092,Sb,-99
J15223881+04144467,7.27,0.435,3,0,230.66171,4.245742,Sb,-99
J15305641+04114255,3.79,0.706,0,0,232.73504,4.195153,S0,-99
J15343410+04081174,19.35,0.698,-5,0,233.64208,4.136594,E3,3
J15592460+03322054,6.83,0.619,-3,0,239.8525,3.539039,S0,-99
J12305392+06062321,9.11,0.852,-5,0,187.72467,6.106447,E1,1
J12363224+06101056,19.18,0.589,2,0,189.13433,6.1696,Sa,-99
J12560672+05595414,8.03,0.867,0,0,194.028,5.998372,S0,-99
J12562770+06035314,15.13,0.48,2,0,194.11542,6.064761,Sa,-99
J13132098+06034060,65.53,0.829,3,8,198.33742,6.061278,SBb,-99
J13133124+05545585,7.35,0.612,0,8,198.38017,5.915514,S0,-99
J13442319+05473253,24.85,0.578,0,0,206.09662,5.792369,S0,-99
J14424650+61424515,13.07,0.691,-5,0,220.69375,61.712542,E3,3
J15133282+58550527,18.3,0.918,-5,0,228.38675,58.918131,E1,1
J15143139+58503548,25.44,0.586,3,4,228.63079,58.843189,SBb,-99
J15183245+58245204,10.28,0.893,-5,0,229.63521,58.414456,E1,1
J15241309+57373977,6.16,0.703,0,0,231.05454,57.627714,S0,-99
J15065847+60050229,17.43,0.628,3,0,226.74362,60.083969,Sb,-99
J15322429+57054247,9.72,0.26,6,0,233.10121,57.095131,Sc,-99
J15570790+53324035,8.16,0.747,5,0,239.28292,53.544542,Sc,-99
J15573177+53250729,19.14,0.576,3,0,239.38237,53.418692,Sb,-99
J16002407+52535865,23.17,0.887,3,0,240.10029,52.899625,Sb,-99
J16141963+50275647,16.6,0.834,-5,0,243.58179,50.465686,E2,2
J14484957+62071514,17.62,0.781,-5,0,222.20654,62.120872,E2,2
J14511566+62001482,8.04,0.816,-2,0,222.81525,62.004117,S0,-99
J14590135+61135388,6.07,0.741,3,68,224.75562,61.231633,SBb,-99
J15532012+54422960,8.64,0.941,-3,0,238.33383,54.708222,S0,-99
J15534640+54442818,11.26,0.806,3,8,238.44333,54.741161,SBb,-99
J15551139+54300562,15.06,0.542,4,0,238.79746,54.501561,Sb,-99
J14545984+62163360,22.79,0.865,2,0,223.74933,62.276,Sa,-99
J15283152+58503835,21.64,0.773,-2,0,232.13133,58.843986,S0,-99
J15355239+57540965,0.58,0.859,-2,0,233.96829,57.902681,S0,-99
J15361710+57552683,14.37,0.74,0,0,234.07125,57.924119,S0,-99
J15381004+57361331,19.23,0.866,3,0,234.54183,57.603697,Sb,-99
J15572140+54401623,13.75,0.889,-5,0,239.33917,54.671175,E1,1
J16012808+53565083,12.35,0.82,-5,0,240.367,53.947453,E2,2
J16025016+53433451,9.31,0.876,6,0,240.709,53.726253,Sc,-99
J16035092+53450443,9.73,0.472,5,0,240.96217,53.751231,Sc,-99
J15044307+61430996,10.3,0.414,3,0,226.17946,61.719433,Sb,-99
J15111817+61072535,52.17,0.796,5,0,227.82571,61.123708,Sc,-99
J15320966+58541854,17.86,0.977,-5,0,233.04025,58.90515,E0,0
J16074647+53415106,10.79,0.78,-3,0,241.94362,53.697517,S0,-99
J16140476+52242314,11.79,0.713,3,0,243.51983,52.406428,Sb,-99
J16143826+52252284,5.41,0.729,0,0,243.65942,52.423011,S0,-99
J16164503+52010072,6.75,0.624,3,4,244.18762,52.016867,SBb,-99
J16162465+51565938,9.04,0.409,2,0,244.10271,51.949828,Sa,-99
J14521602+63183477,8.46,0.771,3,0,223.06675,63.309658,Sb,-99
J14543561+63171105,8.75,0.466,0,0,223.64837,63.286403,S0,-99
J14571181+63003968,8.01,0.322,1,0,224.29921,63.011022,Sa,-99
J15520223+56424500,11.53,0.529,3,0,238.00929,56.7125,Sb,-99
J16265469+47260256,11.77,0.442,3,0,246.72787,47.434044,Sb,-99
J16305418+46352479,21.73,0.731,7,8,247.72575,46.590219,SBc,-99
J16312555+46192688,19.72,0.897,-5,0,247.85646,46.324133,E1,1
J16341733+45490070,54.81,0.708,4,0,248.57221,45.816861,Sb,-99
J16373382+44521469,10.94,0.255,1,0,249.39092,44.870747,Sa,-99
J16420134+43371833,9.83,0.697,-2,8,250.50558,43.621758,S0,-99
J16432726+43211138,15.9,0.978,0,4,250.86358,43.353161,S0,-99
J16460700+42273745,14.08,0.849,3,8,251.52917,42.460403,SBb,-99
J16482651+41571121,7.97,0.65,-5,0,252.11046,41.953114,E4,4
J16520292+40450861,14.53,0.623,-5,0,253.01217,40.752392,E4,4
J16554713+39183785,29.52,0.826,5,0,253.94637,39.310514,Sc,-99
J16562109+39163050,22.64,0.8,-5,0,254.08787,39.275139,E2,2
J17000717+37502223,37.75,0.879,3,8,255.02987,37.839508,SBb,-99
J16213897+49265605,12.42,0.569,3,0,245.41237,49.448903,Sb,-99
J16220073+49311502,37.71,0.875,3,8,245.50304,49.520839,SBb,-99
J16425630+43594886,8.42,0.22,3,0,250.73458,43.996906,Sb,-99
J16442431+43435059,53.53,0.854,5,0,251.10129,43.730719,Sc,-99
J16463483+43010738,15.41,0.59,3,2,251.64512,43.018717,SBb,-99
J16473689+42413352,7.08,0.274,3,0,251.90371,42.692644,Sb,-99
J16503126+41483727,14.09,0.223,4,0,252.63025,41.810353,Sb,-99
J16514169+41400616,4.63,0.951,4,8,252.92371,41.668378,SBb,-99
J16565113+39482988,16.86,0.21,5,0,254.21304,39.8083,Sc,-99
J16581550+39232935,8.37,0.203,3,0,254.56458,39.391486,Sb,-99
J17000167+38485770,22.58,0.634,4,8,255.00696,38.816028,SBb,-99
J17030104+37483364,11.33,0.546,2,0,255.75433,37.809344,Sa,-99
J16254362+49185134,13.98,0.848,-3,0,246.43175,49.314261,S0,-99
J16263167+49105300,21.52,0.613,5,0,246.63196,49.181389,Sc,-99
J16271842+49045507,12.93,0.584,5,0,246.82675,49.081964,Sc,-99
J16283555+48470135,6.86,0.491,-3,0,247.14812,48.783708,S0,-99
J16283207+48391698,11.47,0.4,2,0,247.13362,48.654717,Sa,-99
J16341779+47252188,9.22,0.606,3,4,248.57412,47.422744,SBb,-99
J16572674+40440821,13.82,0.461,1,4,254.36142,40.735614,SBa,-99
J16574072+40432050,10.29,0.843,-5,0,254.41967,40.722361,E2,2
J16575534+40221753,11.96,0.61,5,8,254.48058,40.371536,SBc,-99
J16585069+40071616,19.19,0.935,-5,0,254.71121,40.121156,E1,1
J17004216+39313966,9.4,0.772,-5,0,255.17567,39.527683,E2,2
J17003300+39235271,11.42,0.657,-5,0,255.1375,39.397975,E3,3
J17031540+38391627,8.29,0.503,3,8,255.81417,38.654519,SBb,-99
J16253555+50100205,8.76,0.836,0,0,246.39812,50.167236,S0,-99
J16264515+49424076,25.91,0.598,3,0,246.68812,49.711322,Sb,-99
J16342267+48034336,12.68,0.506,-3,0,248.59446,48.062044,S0,-99
J16355675+47313896,18,0.326,5,0,248.98646,47.527489,Sc,-99
J16372200+47133922,27.96,0.546,5,8,249.34167,47.227561,SBc,-99
J16374627+46583012,15.76,0.53,3,2,249.44279,46.975033,SBb,-99
J16403489+46324080,20.84,0.617,-3,0,250.14537,46.544667,S0,-99
J16430946+45504495,8.2,0.431,-3,0,250.78942,45.845819,S0,-99
J16472146+44420991,18.44,0.966,-3,0,251.83942,44.702753,S0,-99
J16483257+44055449,23.42,0.776,5,8,252.13571,44.098469,SBc,-99
J16510200+43213578,14.16,0.218,4,0,252.75833,43.359939,Sb,-99
J16565322+41365956,19.64,0.504,6,0,254.22175,41.616544,Sc,-99
J17042589+39113869,6.52,0.629,-2,0,256.10787,39.194081,S0,-99
J17054700+38434117,19.85,0.56,1,8,256.44583,38.728103,SBa,-99
J17061621+38233206,36.53,0.872,4,0,256.56754,38.392239,Sb,-99
J17062850+38214864,41.49,0.391,5,0,256.61875,38.363511,Sc,-99
J16474750+45054277,13.23,0.729,-5,0,251.94792,45.095214,E3,3
J16533259+43260712,7.62,0.634,3,8,253.38579,43.435311,SBb,-99
J09442155+52090541,16.84,0.854,-3,0,146.08979,52.151503,S0,-99
J10054407+54005448,13.33,0.352,3,0,151.43362,54.015133,Sb,-99
J10091005+54133229,13.93,0.689,-5,0,152.29187,54.225636,E3,3
J10091680+54123990,8.19,0.697,-5,0,152.32,54.211083,E3,3
J10101019+54183141,12.7,0.753,-5,0,152.54246,54.308725,E2,2
J10170511+54491406,25.86,0.508,3,4,154.27129,54.820572,SBb,-99
J10455388+56302360,10.4,0.33,3,0,161.4745,56.506556,Sb,-99
J10464830+56340469,7.11,0.475,0,0,161.70125,56.567969,S0,-99
J10492645+56413526,7.75,0.448,-3,0,162.36021,56.693128,S0,-99
J10493438+56410627,6.81,0.83,-3,0,162.39325,56.685075,S0,-99
J10501074+56433768,12.62,0.819,1,0,162.54475,56.727133,Sa,-99
J11014356+57200620,5.88,0.872,-2,0,165.4315,57.335056,S0,-99
J11041465+57240949,10.89,0.664,-5,0,166.06104,57.402636,E3,3
J11144177+57493159,24.53,0.642,3,4,168.67404,57.825442,SBb,-99
J11245287+58072562,10.12,0.428,2,0,171.22029,58.123783,Sa,-99
J11354124+58192554,0,0.861,-3,0,173.92183,58.323761,S0,-99
J12024520+58485517,6.45,0.833,-2,0,180.68833,58.815325,S0,-99
J12070225+58495952,11.2,0.479,2,0,181.75937,58.8332,Sa,-99
J13382375+57200230,15.33,0.608,1,0,204.59896,57.333972,Sa,-99
J08221023+40063917,11.13,0.451,1,4,125.54262,40.110881,SBa,-99
J08260057+40585199,30.98,0.779,-5,0,126.50237,40.981108,E2,2
J08262616+41155272,16.48,0.766,2,8,126.609,41.264644,SBa,-99
J08272678+41294044,18.81,0.804,6,8,126.86158,41.494567,SBc,-99
J08305752+42123035,14.58,0.256,3,0,127.73967,42.208431,Sb,-99
J08384447+43325118,26.54,0.284,3,0,129.68529,43.54755,Sb,-99
J08450614+44351939,11.9,0.725,-3,0,131.27558,44.588719,S0,-99
J08450602+44362379,26.96,0.9,1,0,131.27508,44.606608,Sa,-99
J09090490+48243967,8.98,0.924,-3,0,137.27042,48.411019,S0,-99
J09180642+49291882,7.95,0.641,-5,0,139.52675,49.488561,E4,4
J09223373+50120038,21.9,0.174,5,0,140.64054,50.200106,Sc,-99
J09252531+50240308,9.59,0.638,-3,0,141.35546,50.400856,S0,-99
J09252260+50331348,10.11,0.243,4,0,141.34417,50.553744,Sb,-99
J09283255+50473728,27,0.518,4,0,142.13562,50.793689,Sb,-99
J09335686+51314498,19.71,0.643,4,0,143.48692,51.529161,Sb,-99
J09393155+52032044,25.87,0.828,4,0,144.88146,52.055678,Sb,-99
J09464261+52395330,9.14,0.512,-3,0,146.67754,52.664806,S0,-99
J10093893+54430815,10.18,0.732,-5,0,152.41221,54.718931,E3,3
J10320736+56214101,8.141,0.823,0,0,158.03067,56.361392,S0,-99
J10384315+56331472,16.2,0.64,6,4,159.67979,56.554089,SBc,-99
J10430881+56491409,8.65,0.504,1,0,160.78671,56.820581,Sa,-99
J11012357+57403988,80.3,0.802,5,0,165.34821,57.677744,Sc,-99
J11010049+57470329,16.48,0.686,4,0,165.25204,57.784247,Sb,-99
J11284582+58353685,23.1,0.908,2,4,172.19092,58.593569,SBa,-99
J12021333+59081690,7.94,0.88,-5,0,180.55554,59.138028,E1,1
J12082206+59185176,16.281,0.725,3,0,182.09192,59.314378,Sb,-99
J12145241+59195350,7.32,0.802,1,0,183.71837,59.331528,Sa,-99
J12365368+59140959,10.93,0.967,1,0,189.22367,59.235997,Sa,-99
J13063694+58455147,7.48,0.677,-5,0,196.65392,58.764297,E3,3
J13121377+58321528,11.27,0.934,1,72,198.05737,58.537578,SBa,-99
J13240510+58171190,12.95,0.671,2,0,201.02125,58.286639,Sa,-99
J13264996+58063554,14.79,0.896,3,8,201.70817,58.109872,SBb,-99
J13335587+57523179,14.71,0.185,5,0,203.48279,57.875497,Sc,-99
J09005850+47474348,16.101,0.277,5,0,135.24375,47.795411,Sc,-99
J09064988+48462121,21.23,0.808,3,0,136.70783,48.772558,Sb,-99
J09101547+49093491,25.36,0.604,5,0,137.56446,49.159697,Sc,-99
J09144342+49471155,16.84,0.31,2,0,138.68092,49.786542,Sa,-99
J09221781+50461641,8.96,0.517,-3,0,140.57421,50.771225,S0,-99
J09223837+50455446,11.83,0.215,5,0,140.65987,50.765128,Sc,-99
J10035522+54425516,37.54,0.857,3,8,150.98008,54.715322,SBb,-99
J10114556+55235728,8.17,0.872,0,0,152.93983,55.399244,S0,-99
J10154224+55400319,19.49,0.726,3,4,153.926,55.667553,SBb,-99
J10341970+56442384,10.05,0.597,-3,0,158.58208,56.739956,S0,-99
J10420459+57182388,27.69,0.727,3,4,160.51912,57.306633,SBb,-99
J10512707+57423671,9.01,0.841,-5,0,162.86279,57.710197,E2,2
J10552853+57542233,10.15,0.574,6,4,163.86887,57.906203,SBc,-99
J11102621+58240774,9.29,0.228,2,0,167.60921,58.40215,Sa,-99
J11473567+59280221,21.81,0.808,5,4,176.89862,59.467281,SBc,-99
J11482326+59254859,17.35,0.391,3,0,177.09692,59.430164,Sb,-99
J11490401+59255796,26.3,0.644,3,4,177.26671,59.432767,SBb,-99
J12014339+59321833,19.08,0.304,3,0,180.43079,59.538425,Sb,-99
J12081790+59413768,7.61,0.724,-2,0,182.07458,59.6938,S0,-99
J12141807+59365596,80.77,0.856,6,4,183.57529,59.615544,SBc,-99
J12182140+59435356,29.3,0.875,5,0,184.58917,59.731544,Sc,-99
J12335642+59343014,13.21,0.942,-2,0,188.48508,59.575039,S0,-99
J12460699+59365246,9.12,0.817,-5,0,191.52912,59.614572,E2,2
J12582574+59215390,11.77,0.749,5,0,194.60725,59.364972,Sc,-99
J13060716+59130270,9.32,0.385,3,0,196.52983,59.217417,Sb,-99
J13083210+59070079,31.33,0.832,4,0,197.13375,59.116886,Sb,-99
J13261676+58410012,5.32,0.937,-3,0,201.56983,58.683367,S0,-99
J13333788+58181217,11.05,0.74,3,4,203.40783,58.303381,SBb,-99
J08181832+40383517,8.02,0.579,-3,0,124.57633,40.643103,S0,-99
J08175313+40433501,14.72,0.429,1,0,124.47137,40.726392,Sa,-99
J08184710+40494864,8.45,0.62,5,0,124.69625,40.830178,Sc,-99
J08211548+41234420,13.92,0.731,0,0,125.3145,41.395611,S0,-99
J08365012+44161067,9.26,0.539,1,0,129.20883,44.269631,Sa,-99
J08473469+46144648,10.23,0.629,-2,0,131.89454,46.246244,S0,-99
J08475020+46254278,11.53,0.237,2,0,131.95917,46.42855,Sa,-99
J08520462+47020933,26.4,0.905,-5,0,133.01925,47.035925,E1,1
J09025090+48423114,6.49,0.806,-3,0,135.71208,48.70865,S0,-99
J09082286+49254858,5.49,0.541,-2,0,137.09525,49.430161,S0,-99
J09135086+50095268,7.29,0.94,3,0,138.46192,50.164633,Sb,-99
J09194094+50512043,8.02,0.613,3,0,139.92058,50.855675,Sb,-99
J09193620+50524658,19.52,0.182,4,0,139.90083,50.879606,Sb,-99
J09241377+51302920,10.7,0.538,2,0,141.05737,51.508111,Sa,-99
J09271224+51394831,9.67,0.722,3,4,141.801,51.663419,SBb,-99
J09412955+53114404,14.5,0.197,3,0,145.37312,53.195567,Sb,-99
J09420034+53141958,0,0.901,-5,0,145.50142,53.238772,E1,1
J09451242+53411290,25.1,0.619,3,4,146.30175,53.686917,SBb,-99
J09475975+53484402,14.99,0.913,-5,0,146.99896,53.812228,E1,1
J09475842+54005325,33,0.756,4,0,146.99342,54.014792,Sb,-99
J09482277+54002760,27.14,0.741,4,0,147.09487,54.007667,Sb,-99
J09504078+54112134,8.39,0.604,-5,0,147.66992,54.189261,E4,4
J10143931+56101079,9.68,0.462,6,4,153.66379,56.169664,SBc,-99
J10164286+56182553,10.61,0.661,5,4,154.17858,56.307092,SBc,-99
J11084375+58461470,15.98,0.381,3,8,167.18229,58.77075,SBb,-99
J11194586+59165029,81.25,0.578,5,0,169.94108,59.280636,Sc,-99
J11222547+59225458,15.28,0.548,4,0,170.60612,59.381828,Sb,-99
J11223796+59185563,9.54,0.931,-5,0,170.65817,59.315453,E1,1
J11375873+59370119,19.4,0.799,1,0,174.49471,59.616997,Sa,-99
J11584829+60032491,12.63,0.328,1,0,179.70121,60.056919,Sa,-99
J12071264+60014949,12.77,0.555,4,8,181.80267,60.030414,SBb,-99
J12171165+60061426,11.02,0.955,3,4,184.29854,60.103961,SBb,-99
J12242131+60064145,13.09,0.935,-5,0,186.08879,60.111514,E1,1
J12410356+59534705,11.39,0.867,1,4,190.26483,59.896403,SBa,-99
J13251648+59044666,10.58,0.73,-5,0,201.31867,59.079628,E3,3
J13413828+58303942,16.68,0.712,2,0,205.4095,58.51095,Sa,-99
J08153687+40501466,8.1,0.637,-3,0,123.90362,40.837406,S0,-99
J08322941+44110814,16.81,0.376,5,0,128.12254,44.185594,Sc,-99
J08345210+44381361,17.18,0.25,4,0,128.71708,44.637114,Sb,-99
J08360566+44433790,12.06,0.906,4,0,129.02358,44.727194,Sb,-99
J08370843+45095371,17.62,0.547,4,0,129.28512,45.164919,Sb,-99
J08472278+46423994,9.69,0.513,0,0,131.84492,46.711094,S0,-99
J08513565+47332785,41.34,0.948,-3,0,132.89854,47.557736,S0,-99
J09013816+49051724,5.42,0.733,-2,0,135.409,49.088122,S0,-99
J09065581+49462375,11.07,0.694,5,0,136.73254,49.773264,Sc,-99
J09080578+49543925,13.29,0.831,1,0,137.02408,49.910903,Sa,-99
J09090077+49574714,8.34,0.432,-2,0,137.25321,49.963094,S0,-99
J09103965+50224758,22.54,0.694,3,2,137.66521,50.379883,SBb,-99
J09185985+51192441,24.06,0.557,6,2,139.74937,51.323447,SBc,-99
J09273509+52123826,12.37,0.606,-5,0,141.89621,52.210628,E4,4
J09362565+53113900,18.4,0.81,1,0,144.10687,53.194167,Sa,-99
J09470507+54251714,9.01,0.725,-2,0,146.77112,54.421428,S0,-99
J09470673+54184303,16.22,0.732,5,0,146.77804,54.311953,Sc,-99
J09484037+54233229,14.43,0.913,-5,0,147.16821,54.392303,E1,1
J09481135+54315530,9.88,0.885,-5,0,147.04729,54.532028,E1,1
J10052915+55571478,14.37,0.736,-5,0,151.37146,55.954106,E3,3
J10151142+56401984,40.12,0.709,5,0,153.79758,56.672178,Sc,-99
J10222466+57021000,31.13,0.703,4,0,155.60275,57.036111,Sb,-99
J10230878+57022095,11.06,0.544,-5,0,155.78658,57.039153,E5,5
J10253520+57080919,11.19,0.752,2,4,156.39667,57.135886,SBa,-99
J10261640+57173781,16.2,0.708,-3,0,156.56833,57.293836,S0,-99
J10264297+57133500,40.26,0.887,-5,0,156.67904,57.226389,E1,1
J10380997+58010236,32.03,0.566,3,8,159.54154,58.017322,SBb,-99
J10422024+58122923,10.27,0.579,-2,0,160.58433,58.208119,S0,-99
J11023773+59073136,22.4,0.476,0,0,165.65721,59.125378,S0,-99
J11111492+59292332,10.75,0.922,5,72,167.81217,59.489811,SBc,-99
J11301388+59584986,13.47,0.783,-5,0,172.55783,59.980517,E2,2
