OBJID,RA,DEC
587726015605309677,11:55:34.88,+02:51:39.4
587738616491999290,11:55:37.79,+37:00:02.9
587738615418191940,11:55:49.52,+36:12:43.3
587739305288663089,11:55:57.89,+36:05:34.1
587741724965666949,11:56:03.02,+23:53:40.3
587739407316942989,11:56:19.00,+34:56:22.1
588010878221877369,11:56:42.25,+04:20:28.5
587726014531698817,11:56:43.85,+01:53:44.1
587741489839145120,11:56:45.14,+29:27:42.2
587739506615320710,11:56:46.30,+33:06:39.9
588017978354237561,11:56:47.17,+39:27:44.9
587735346962104391,11:56:51.34,+13:41:09.6
587729155208118400,11:56:54.17,+65:11:18.3
587739097524404341,11:56:58.63,+37:12:15.5
588848898838626344,11:57:06.35,-00:58:37.9
587741490912952417,11:57:08.50,+30:23:32.3
587732484895670328,11:57:08.92,+50:57:30.4
588295841786101871,11:57:11.63,+50:00:06.2
587735349646524535,11:57:18.05,+15:58:44.3
587738616492130433,11:57:19.83,+37:01:43.3
587741602566766624,11:57:24.22,+27:52:39.1
587741490376146990,11:57:32.26,+30:00:51.6
588017564950528082,11:57:32.78,+11:12:11.6
587741534399430858,11:57:36.53,+31:07:13.3
588295840712360032,11:57:37.99,+49:08:31.0
587735696442458134,11:57:42.89,+57:33:57.0
587741726039605395,11:57:50.73,+24:44:44.3
587742864212426807,11:57:58.33,+17:13:08.6
588848901523046634,11:57:58.51,+01:03:49.2
587726013994958973,11:57:59.81,+01:28:35.1
588017948276555929,11:58:03.09,+42:19:49.3
588017625079939109,11:58:22.39,+43:48:55.0
588017720106418410,11:58:34.05,+41:39:20.8
587738615955325104,11:58:40.36,+36:41:30.2
588295842323103847,11:58:43.14,+50:27:11.2
587732134311166027,11:58:45.02,+51:23:22.9
588010879295815866,11:58:51.45,+05:06:10.9
587725551748513915,11:58:55.87,+67:31:24.1
587732482211381262,11:58:59.75,+48:58:46.3
587724650867523794,11:59:02.20,-01:18:47.1
587732136458715226,11:59:05.88,+53:01:46.2
587724649256911057,11:59:08.09,-02:39:54.6
587742191513763994,11:59:10.49,+25:54:12.4
587739098061471856,11:59:15.39,+37:45:15.5
587731890041258083,11:59:20.71,+56:51:39.3
587731889504387089,11:59:26.37,+56:24:13.3
588017721180291223,11:59:28.62,+42:35:42.8
587726016679510138,11:59:46.28,+03:42:29.3
588017719569678422,11:59:52.31,+41:17:54.9
588010358012510464,12:00:13.57,+04:01:07.5
587732701800759462,12:00:16.61,+06:55:41.8
587725041165664404,12:00:21.94,-02:01:52.8
587733080811896936,12:00:34.95,+55:05:13.5
587739506078777356,12:00:34.99,+32:39:52.4
587722982813925514,12:01:05.12,-00:19:41.6
587732771054551180,12:01:10.32,+09:39:39.3
587725818560315568,12:01:14.68,+68:13:57.1
587741533326016543,12:01:20.93,+30:07:56.5
588017567098405049,12:01:26.17,+12:57:25.9
587722981740249191,12:01:48.97,-01:08:02.6
587741490376540411,12:01:49.32,+30:07:19.2
588010358012706917,12:01:49.41,+03:57:03.0
587741727650676818,12:01:59.42,+26:00:19.2
587731889504518250,12:02:01.82,+56:26:37.8
587726032248766637,12:02:05.05,+02:13:23.1
587742864749691027,12:02:05.44,+17:49:23.6
587742863139078286,12:02:06.35,+16:28:14.0
588017567098535942,12:02:15.08,+13:01:54.9
588295841786495116,12:02:21.12,+49:55:54.9
588017703467614251,12:02:25.28,+12:20:15.8
587739608625840238,12:02:28.46,+32:09:09.1
587733080275157091,12:03:02.20,+54:41:11.7
588297863657685116,12:03:04.94,+46:55:39.8
587734894364065868,12:03:08.06,+11:09:20.4
587735695368978539,12:03:08.85,+56:38:27.2
587739507152781464,12:03:29.17,+33:40:33.7
587741603104292952,12:03:33.79,+28:24:18.0
587732772128620691,12:03:59.87,+10:26:46.4
588017702394069003,12:04:02.82,+11:28:32.3
588013382743097420,12:04:03.01,+52:11:04.1
588023669707374675,12:04:06.04,+20:19:25.6
588017721180684294,12:04:24.73,+42:33:42.6
588010358012969230,12:04:35.14,+03:57:23.1
587742575903899704,12:04:50.75,+19:14:51.8
588009370153648201,12:04:54.89,+61:22:25.7
587732772128751648,12:05:00.38,+10:33:56.5
587741725503455329,12:05:01.45,+24:27:50.5
587741602567553151,12:05:04.55,+28:02:32.1
587738946682552386,12:05:10.37,+39:20:48.2
587722982277513270,12:05:15.20,-00:45:01.0
587738569775710294,12:05:17.73,+15:17:23.8
587739407854600396,12:05:18.88,+35:25:16.7
587726014532681835,12:05:27.53,+01:56:53.2
587732134311624861,12:05:28.38,+51:28:47.8
587739507152978047,12:05:35.70,+33:37:24.2
588848901523898543,12:05:47.20,+01:07:37.9
587722982814449762,12:05:49.01,-00:18:54.5
587742577514643484,12:05:51.47,+20:31:19.1
587734894364393553,12:05:57.39,+11:11:20.3
587739097525190694,12:06:08.02,+37:19:33.4
588017977818153090,12:06:27.77,+39:16:13.3
587739097525256294,12:06:38.09,+37:26:12.8
587731891652329555,12:06:38.60,+58:12:35.8
588295840176144432,12:06:45.18,+48:44:51.9
587722984425193574,12:06:49.54,+00:53:28.9
588023670244573328,12:07:18.36,+20:44:50.9
588013383280165048,12:07:21.76,+52:35:24.5
588017723862286363,12:07:26.88,+06:21:14.8
588017625617531052,12:07:30.01,+44:13:30.8
587742188830195920,12:07:35.21,+23:46:17.4
587732482211971179,12:07:45.08,+48:58:10.8
588017702931398748,12:08:14.86,+11:56:17.8
587729153598029859,12:08:18.73,+64:01:36.8
587741489840324653,12:08:41.25,+29:41:03.9
587741488766582932,12:08:43.21,+28:44:37.8
588013384354037891,12:08:46.51,+53:20:01.4
587738569239232785,12:08:51.64,+14:48:31.4
588017567099256889,12:08:57.26,+13:02:09.5
588017947203731464,12:09:15.32,+41:36:39.7
588017947740602397,12:09:25.27,+41:55:21.4
588010879296995399,12:09:29.96,+05:07:15.6
588017721181077655,12:09:34.45,+42:37:50.9
587732589568131246,12:09:54.99,+59:04:24.8
587731891115655290,12:10:11.16,+57:49:20.1
587725039019294859,12:10:14.25,-03:39:56.3
588010359624237160,12:10:16.82,+05:23:09.7
588848899913810089,12:10:32.19,-00:09:48.9
587742576978231477,12:10:39.79,+20:08:57.4
587725041166844075,12:10:43.28,-01:58:00.9
587728677393924286,12:11:06.00,+64:19:08.9
587725039556296821,12:11:29.28,-03:11:26.1
587741708886016137,12:11:44.04,+27:22:57.1
588017567636390080,12:11:50.98,+13:23:32.1
588011123576340606,12:11:53.94,+62:18:30.5
588017728150634595,12:11:58.31,+06:28:13.9
588010359624433671,12:12:00.00,+05:12:38.2
588017704542404660,12:12:05.46,+13:12:20.3
588017604146888756,12:12:16.64,+44:31:12.6
587741600957595821,12:12:22.22,+26:50:20.0
588017605757501652,12:12:36.50,+45:37:30.7
587725040093298701,12:12:39.25,-02:43:16.5
587726033323688051,12:12:42.27,+02:56:23.7
587739406244642956,12:12:46.50,+34:16:10.2
587729155745710112,12:12:49.65,+65:48:54.3
587741709423018017,12:12:58.37,+27:52:17.8
587741707812470865,12:13:39.29,+26:36:49.6
587722983352172680,12:13:39.75,+00:09:52.3
587722983352172684,12:13:41.35,+00:11:47.4
587741600957726895,12:13:48.69,+26:43:06.1
588017947740930155,12:13:54.35,+41:56:51.1
587726032250077298,12:14:01.34,+02:17:12.4
587732772129734764,12:14:07.71,+10:29:19.2
588010358550954150,12:14:43.11,+04:25:03.6
588010360161567006,12:14:48.93,+05:43:35.9
587732772129800368,12:14:49.86,+10:26:10.2
588848900451205242,12:14:56.26,+00:23:49.6
588017947741061245,12:15:01.71,+41:53:40.2
587741724967632919,12:15:15.89,+23:57:29.4
587741721745752124,12:15:20.66,+27:24:37.4
587739608090149002,12:15:29.49,+31:48:16.1
587725552822976573,12:15:30.89,+68:26:26.7
587739304753561704,12:15:38.38,+35:44:30.1
588017627228798991,12:15:40.23,+45:33:53.2
588010879834521781,12:15:40.84,+05:32:34.7
587742774023422053,12:15:43.83,+17:09:17.7
588017605220892779,12:16:03.64,+45:20:40.0
588017626155057366,12:16:06.75,+44:38:56.4
588298663036584098,12:16:16.27,+47:18:15.5
587729387689738359,12:16:16.46,+60:28:53.6
588010880371523694,12:16:22.26,+05:51:47.7
587731891115982938,12:16:27.37,+57:52:37.9
588017724937011334,12:16:32.42,+07:09:55.8
588017729761771644,12:16:34.98,+07:43:05.7
588017947204321403,12:16:37.48,+41:36:18.2
587726016681345186,12:16:40.13,+03:42:31.5
588017605220958281,12:16:45.43,+45:14:10.3
588017979966554171,12:16:45.64,+40:54:54.0
587726033861017763,12:17:14.52,+03:30:14.7
588010359088152739,12:17:22.97,+04:51:40.2
587726033861083231,12:17:24.21,+03:26:36.3
588017109685436427,12:17:27.71,+46:16:21.3
588017724400271549,12:17:52.27,+06:40:57.3
588010358551347282,12:17:56.35,+04:27:15.3
588010877687365743,12:18:15.35,+03:47:18.2
588017625618383004,12:18:29.38,+44:09:42.3
588010358551412872,12:18:36.24,+04:34:39.1
588009370691174585,12:18:36.66,+61:41:09.1
588298664647393303,12:18:37.76,+48:43:08.4
588298664647393340,12:18:42.11,+48:34:53.6
587742864214589647,12:18:50.52,+17:17:38.3
588017704006254620,12:18:53.67,+12:54:45.6
588010358014541954,12:18:53.99,+04:03:00.2
588017948278259732,12:18:57.45,+42:25:36.2
587741722282950815,12:18:59.16,+27:53:46.2
587741600958251174,12:19:12.75,+26:52:05.6
587731870709055583,12:19:23.86,+56:12:23.0
587739719213318169,12:19:32.74,+28:56:32.6
588023669172142172,12:19:36.93,+19:57:46.5
588010877687496737,12:19:39.87,+03:54:37.8
588013383281016959,12:19:43.63,+52:32:32.2
587733079202463896,12:19:53.68,+53:55:17.0
587742774023880870,12:19:54.01,+17:07:08.4
587732772667195496,12:19:54.55,+11:01:43.6
588848898841116728,12:19:56.90,-00:51:01.8
587722982816022623,12:20:10.54,-00:16:13.1
587732482212888655,12:20:19.84,+49:02:33.5
588017948278325309,12:20:21.37,+42:20:29.0
587731889505632380,12:20:22.89,+56:33:16.2
588023670782820427,12:20:32.11,+21:03:02.4
587739098063306916,12:20:39.63,+37:52:45.3
587742775097688172,12:20:41.48,+18:00:29.6
588017566026760287,12:20:41.74,+12:15:23.3
587732772130455618,12:20:47.06,+10:30:42.3
588017730299101275,12:20:51.72,+08:18:37.0
588017606295027742,12:20:54.95,+46:09:11.8
588017702395838644,12:20:58.37,+11:31:44.2
588017720108253364,12:21:08.12,+41:46:58.1
587724648722464836,12:21:08.18,-03:02:40.7
588017704006516846,12:21:09.01,+12:50:46.2
587741722820018244,12:21:09.78,+28:09:54.4
588010879835177105,12:21:15.18,+05:31:01.5
588017725474406584,12:21:30.37,+07:41:18.3
587741726041964627,12:21:37.02,+24:55:58.7
587738952561262725,12:21:48.05,+38:06:33.7
587739505543872648,12:21:49.65,+32:17:49.4
587741600421642288,12:21:50.94,+26:20:27.6
588017724937601030,12:21:53.45,+07:10:48.5
587741600421707851,12:21:58.67,+26:25:58.7
588017705080324252,12:22:06.54,+13:44:55.9
587742578053152955,12:22:18.10,+20:51:59.2
588298664110784685,12:22:20.58,+48:09:24.7
587732484897439936,12:22:44.09,+51:06:47.7
588023669172469870,12:22:45.88,+19:56:34.4
587739721898000403,12:22:46.88,+30:55:56.3
587732770520039604,12:22:53.89,+09:16:27.8
588009370691436729,12:23:01.06,+61:42:25.8
588017110759571581,12:23:23.09,+47:17:01.3
588010878224761022,12:23:23.71,+04:18:29.1
587735349649277076,12:23:25.28,+15:54:33.2
587741602569322623,12:23:28.50,+27:57:51.4
587732771056976023,12:23:31.18,+09:41:10.6
587742775634886691,12:23:51.19,+18:28:00.2
587734891681939508,12:23:51.61,+09:07:49.4
588017626692583489,12:23:53.18,+45:09:08.8
588023670783148285,12:23:55.62,+21:06:25.4
587732770520170673,12:24:12.34,+09:13:53.3
588009370691502214,12:24:24.90,+61:50:36.7
588017729225752713,12:24:41.38,+07:29:11.0
587739097526829143,12:25:12.72,+37:22:22.9
587725039020933165,12:25:26.09,-03:42:29.8
588848900989190344,12:25:29.27,+00:43:34.3
587739504470458477,12:25:37.55,+31:29:19.5
587741532791504984,12:26:12.99,+29:52:50.8
587742901788213269,12:26:30.69,+16:38:01.8
587739607554326557,12:26:32.85,+31:25:52.7
588013382744604707,12:26:55.22,+52:04:32.4
587722982279872662,12:26:56.65,-00:40:59.7
587731889506025614,12:27:12.19,+56:31:00.6
587732772667981979,12:27:15.62,+10:54:18.6
587739607554392225,12:27:20.81,+31:24:56.4
588017725475061914,12:27:28.69,+07:37:09.7
587729156283236525,12:27:32.71,+66:06:14.7
588298661963694221,12:27:37.19,+46:31:08.7
587739609165004919,12:27:37.57,+32:32:13.1
588017566027546703,12:28:05.66,+12:04:48.3
588013382744670402,12:28:12.20,+52:08:36.2
587742060000051327,12:28:16.65,+21:18:30.6
587733080276730006,12:28:31.73,+54:35:48.7
588013381670994018,12:28:35.82,+51:17:02.3
587739507155075204,12:28:37.38,+33:37:29.6
587741600959234168,12:28:41.08,+26:43:59.5
587741600959234147,12:28:41.26,+26:47:54.1
588011122503516296,12:29:00.91,+61:32:44.7
587725552286630000,12:29:01.42,+68:01:04.7
588017566027677789,12:29:12.98,+12:06:38.9
588017730836955238,12:29:55.65,+08:42:47.0
588017565490872646,12:30:11.29,+11:48:17.6
587738951488307205,12:30:35.01,+37:04:40.2
587738951488307275,12:30:35.91,+37:11:02.4
587735349650063533,12:30:59.73,+15:55:38.8
587741531718221865,12:31:00.22,+28:58:15.3
587726016146047232,12:31:07.03,+03:07:49.1
587729155746562159,12:31:19.28,+65:43:48.6
587742189369491586,12:31:24.04,+24:20:12.2
587732482750546078,12:31:24.50,+49:21:38.8
587729156283432966,12:31:25.54,+66:07:36.7
587739719214497900,12:31:55.72,+28:49:12.7
587728677931778095,12:32:03.17,+64:42:30.0
588017948816244812,12:32:44.91,+42:46:24.1
588298664111571137,12:33:14.23,+48:14:03.0
587742014359076890,12:33:35.83,+22:48:04.1
588010879836487845,12:33:44.70,+05:32:21.8
588017566565007496,12:33:49.87,+12:37:20.7
587726014535762101,12:33:50.49,+01:52:45.5
587732482213871641,12:33:58.31,+49:01:54.7
587739507155599391,12:34:13.42,+33:40:27.0
588010877689069766,12:34:16.23,+03:55:00.9
587725817487950008,12:34:32.57,+67:26:17.6
587739099138293838,12:34:35.18,+38:36:23.0
587738948832526520,12:34:35.35,+41:00:35.1
588298663574831126,12:34:35.83,+47:45:36.4
588017625082822702,12:35:16.17,+43:43:14.2
587742190443626599,12:35:28.76,+25:07:29.3
587726031715565710,12:35:35.69,+01:46:31.0
587726016683442239,12:35:37.69,+03:40:00.2
587726033863049295,12:35:47.12,+03:22:12.5
587741600959954974,12:36:12.26,+26:45:22.0
587742772951842919,12:36:17.72,+16:24:26.9
587732134850592880,12:36:27.63,+51:50:55.8
588010877689331831,12:36:29.85,+03:53:37.1
588298664648704035,12:36:30.44,+48:30:09.5
588017110760554704,12:36:32.15,+47:00:54.0
588009371229028378,12:36:49.01,+62:04:38.9
587742013822533818,12:37:02.61,+22:15:49.3
587739305292333059,12:37:04.30,+36:02:09.0
587739302608044039,12:37:23.30,+33:56:17.9
587738569779183712,12:37:54.39,+15:12:59.0
587739609702858865,12:38:03.87,+32:57:57.8
588023670784655486,12:38:15.30,+21:08:56.0
588017720109695138,12:38:15.67,+41:39:30.2
587726031179022461,12:38:24.75,+01:16:43.6
587739721362571380,12:38:24.77,+30:25:52.2
587726031179022513,12:38:35.38,+01:18:50.4
587725039022375062,12:38:42.44,-03:37:18.9
588848900453826597,12:39:01.12,+00:21:56.0
587742060538036341,12:39:03.34,+21:45:52.0
587729154136342672,12:39:05.46,+64:28:04.4
588017724402565338,12:39:14.39,+06:41:04.6
588017704008417405,12:39:26.29,+12:45:42.3
587722983891861671,12:39:29.66,+00:25:22.1
587739721362702464,12:39:30.36,+30:30:08.2
587738570316185804,12:39:37.01,+15:37:49.0
587742013822796000,12:39:45.58,+22:21:22.7
588848900453957659,12:40:03.94,+00:20:37.7
588010880374079642,12:40:04.08,+06:01:17.1
587722983891992696,12:40:24.83,+00:34:57.6
587742904474075265,12:40:36.74,+18:31:22.3
587741723358789725,12:40:45.20,+28:34:36.2
587729156283826313,12:40:48.71,+65:59:32.4
587742904474075318,12:40:50.28,+18:36:48.2
588017110224076878,12:41:14.23,+46:41:04.3
588017720109957227,12:41:33.72,+41:33:29.2
587732772669554784,12:41:36.01,+10:54:29.3
587732770522071152,12:41:40.87,+09:16:36.1
587726016684163215,12:42:00.55,+03:38:25.5
587739610240122971,12:42:09.49,+33:13:17.9
587739304755920950,12:42:33.54,+35:32:13.5
587724649798566090,12:42:46.33,-02:06:17.0
588017721183764629,12:42:46.63,+42:31:26.7
587729158427836539,12:43:03.85,+04:27:06.1
587742903937466441,12:43:11.37,+18:13:15.9
587726016684294160,12:43:18.73,+03:33:00.6
587732771596009606,12:43:36.68,+10:04:23.2
587733196232786039,12:43:43.51,+54:49:01.9
587738950415679624,12:43:48.10,+36:14:12.0
587726033863966897,12:44:08.22,+03:19:42.6
587741723359117471,12:44:30.71,+28:33:30.2
587728679006044344,12:44:31.01,+65:29:32.1
587735428541710455,12:44:37.31,+48:44:39.2
588010878763991109,12:44:41.87,+04:34:53.4
588017978358300686,12:44:52.51,+39:35:52.7
587722983892517006,12:45:19.75,+00:28:14.3
587742576981835783,12:45:24.53,+20:00:08.2
588017979968913577,12:45:30.52,+40:50:46.3
587739507156648130,12:45:41.96,+33:24:28.6
588298663575683121,12:45:45.93,+47:35:55.0
588017948817293416,12:45:55.49,+42:33:43.1
587735431226130544,12:46:12.32,+50:40:23.5
587722982818906242,12:46:17.51,-00:16:57.6
587741720675025126,12:46:23.11,+26:26:01.8
588017729228177536,12:46:51.77,+07:26:09.4
587733195159306264,12:46:57.36,+53:51:38.1
587742904474730576,12:47:03.08,+18:33:11.7
588848900454678626,12:47:03.37,+00:22:57.1
587735696982212747,12:47:04.42,+57:46:26.0
587741533330342069,12:47:09.70,+30:03:24.6
587722984429584520,12:47:11.19,+00:51:37.6
587738950416007262,12:47:13.37,+36:11:44.9
587739407858335813,12:47:23.77,+35:21:07.4
587733080814780480,12:47:24.23,+54:59:13.3
587739607556292739,12:47:44.05,+31:08:44.5
588017729228308564,12:48:00.81,+07:16:49.1
588017721184223268,12:48:28.75,+42:17:51.7
588017991221313680,12:48:38.61,+09:44:39.8
587722983892910212,12:48:50.35,+00:29:48.6
587724650336092348,12:48:54.22,-01:40:49.1
588017724940484840,12:48:55.21,+07:13:40.8
587742774026895451,12:49:06.10,+17:01:32.9
587735696445472913,12:49:21.59,+57:20:17.4
587741532256862382,12:49:38.84,+29:19:42.8
587724650873094280,12:49:54.98,-01:21:24.5
587742774027026508,12:49:56.32,+17:08:43.0
588017723866874033,12:49:57.95,+06:16:38.1
588007003641610363,12:50:18.91,+63:50:48.5
588298664112816202,12:50:25.37,+48:04:54.1
587725040097427630,12:50:37.88,-02:44:51.5
588007003641675927,12:51:11.91,+63:49:57.5
587738570854301815,12:51:17.48,+16:02:55.3
588017627231551623,12:51:29.43,+45:17:49.3
587724650336419980,12:51:29.73,-01:50:18.7
588017728691830900,12:51:49.40,+06:54:42.5
588010878764777558,12:52:09.88,+04:39:08.1
587739097529253999,12:52:28.50,+37:09:41.6
587725551750742164,12:52:32.01,+67:27:02.4
588017726551490770,12:52:40.78,+08:22:05.6
588017605223776377,12:53:03.18,+45:00:44.9
587735430152847406,12:53:03.50,+49:52:46.9
587732772670799995,12:53:06.32,+10:54:49.9
587731891655016533,12:53:21.07,+57:52:27.4
588017728155222081,12:53:52.31,+06:29:11.4
588848899381723202,12:54:01.04,-00:34:01.3
587741602035400765,12:54:15.35,+27:24:19.6
587742575909011660,12:54:30.56,+18:57:47.4
588011123578503259,12:54:36.22,+62:13:44.4
588017947744272520,12:54:41.71,+41:44:19.8
587739506620629116,12:54:42.35,+32:58:30.9
587741723360165996,12:54:57.77,+28:18:30.4
588848900455596118,12:55:16.58,+00:14:48.8
587741721749618863,12:55:20.79,+27:08:58.9
588013382746505451,12:55:21.15,+51:51:26.1
587729160576630816,12:55:26.88,+06:02:28.9
587733197307248755,12:55:28.97,+55:24:34.5
587733196233572456,12:55:59.47,+54:37:01.6
587738569244213390,12:56:11.04,+14:39:41.3
587741720676007970,12:56:18.60,+26:21:32.1
587739719753793654,12:56:55.53,+28:57:22.5
587729387155095687,12:56:58.11,+59:41:25.4
587739719753793674,12:57:00.17,+28:54:13.6
588023669176074392,12:57:57.01,+19:33:33.5
587741600962117649,12:58:12.68,+26:23:48.8
587732484899864740,12:58:14.92,+50:40:58.2
587726031718056078,12:58:15.21,+01:43:22.5
587739609167888437,12:58:46.75,+32:11:31.7
588011218596266118,12:59:01.28,+62:15:20.6
587738569781411998,12:59:11.88,+15:09:55.6
588023669713076322,12:59:13.33,+20:06:08.3
587729158429671598,12:59:53.41,+04:23:49.7
587741603109667106,12:59:55.09,+28:07:42.1
587732484363190338,13:00:11.75,+50:15:14.7
587739406785773762,13:00:12.80,+34:20:49.6
588017730840232038,13:00:20.71,+08:31:46.7
587733081352503383,13:00:23.41,+55:01:51.8
588017719574659184,13:00:38.49,+40:54:30.7
587729159503544456,13:00:58.34,+05:18:53.4
587741722823884919,13:01:04.82,+27:53:30.4
588017570313273502,13:01:15.55,+12:04:16.6
587741602573058054,13:01:53.73,+27:37:28.0
587738950954188813,13:01:54.15,+36:13:43.4
587739719754252345,13:02:04.43,+28:53:40.5
587739099140653141,13:02:19.00,+38:16:16.6
587724649263857833,13:02:21.49,-02:30:06.1
587724649263857841,13:02:22.23,-02:36:40.1
587725040098738222,13:02:42.85,-02:42:31.2
588017991222886483,13:02:46.01,+09:41:30.5
588017112373067909,13:02:48.71,+47:55:10.8
587733080815829095,13:03:09.16,+54:36:59.6
587742189909508327,13:03:21.55,+24:23:00.8
588017726015799490,13:03:25.62,+07:53:03.5
587742773491597394,13:03:29.60,+16:25:28.2
587735697520001158,13:03:30.33,+57:56:47.6
588017991759822937,13:03:37.09,+10:07:17.2
588017725478993938,13:03:41.39,+07:30:56.5
587742775102210149,13:03:53.24,+17:44:57.8
587726016686522533,13:04:01.68,+03:32:17.2
588017729766948988,13:04:13.18,+07:34:54.1
587732770524495965,13:04:14.23,+08:58:43.7
588017991223017516,13:04:20.89,+09:44:51.8
587742189372768410,13:04:35.43,+23:50:20.9
587732772672045153,13:04:46.45,+10:43:58.7
587741723361083564,13:04:49.37,+28:16:10.0
587728676859674711,13:04:56.10,+63:25:22.5
588017990686212230,13:04:56.63,+09:11:06.6
587742903402823741,13:04:56.91,+17:34:08.3
587741602573320407,13:05:04.04,+27:31:07.3
587742576446996528,13:05:10.03,+19:17:42.6
587742013825417369,13:05:30.75,+21:54:36.1
587733195697356956,13:05:31.23,+53:54:32.4
587733079742283858,13:05:32.15,+53:41:06.5
587741602573385900,13:05:32.84,+27:30:37.9
588017990686277795,13:05:41.21,+09:12:03.7
588848901530452113,13:05:41.39,+01:11:23.6
588848900993646718,13:05:51.83,+00:43:58.7
588023670250602613,13:05:58.72,+20:16:58.1
587735428543283286,13:06:01.95,+48:15:53.9
588017625622184123,13:06:28.06,+43:39:12.0
588017571387539587,13:06:29.23,+12:43:23.0
588017728693469287,13:06:35.30,+06:50:31.1
587729388229361672,13:07:04.90,+60:25:57.8
587741600962969719,13:07:07.92,+26:11:36.6
587741726046552225,13:07:33.03,+24:27:09.6
587726031719039188,13:07:33.31,+01:41:28.5
587732591718760467,13:07:36.76,+60:09:25.9
587741600963035249,13:07:41.21,+26:14:16.2
588017704548368392,13:07:46.46,+12:58:59.4
587738568708587589,13:07:55.61,+14:03:30.8
587742060004245601,13:08:49.70,+20:55:21.8
587732770525020305,13:08:51.97,+09:03:41.4
588017725479518382,13:08:55.83,+07:27:42.1
588017992297283661,13:08:59.01,+10:29:31.1
587742774029058142,13:09:10.42,+16:43:26.9
587724650338386031,13:09:19.10,-01:37:21.1
587733080279351428,13:09:29.00,+54:03:25.4
587735695909912683,13:09:53.20,+56:34:25.7
588023670250995870,13:09:58.34,+20:22:21.6
588007004716269678,13:10:04.09,+64:19:49.2
587738573532823679,13:10:09.95,+39:09:23.5
587742013825941760,13:10:28.64,+21:53:03.8
588013383821230233,13:10:30.60,+52:22:10.9
587733080816287873,13:10:37.25,+54:29:40.8
588023670787932350,13:10:37.69,+20:40:45.0
587739505548394613,13:10:39.10,+31:44:17.6
587742773492318372,13:10:40.49,+16:21:02.3
587733080816287906,13:10:56.76,+54:26:58.1
588007004179464307,13:10:59.74,+63:54:10.9
588023668640579708,13:11:03.52,+19:01:12.7
587739098604568710,13:11:04.82,+37:34:11.8
588013382747619401,13:11:26.13,+51:29:44.1
588010880377487534,13:11:28.31,+05:49:10.2
588007004179529853,13:11:37.26,+63:53:51.2
588017702401343641,13:11:55.68,+11:20:42.3
587732136463499376,13:11:56.56,+52:35:42.4
588017606298959968,13:12:08.56,+45:25:36.6
587726032256434238,13:12:12.89,+02:07:15.4
587742575373975794,13:12:17.11,+18:23:29.7
588017977823789193,13:12:17.12,+38:32:24.6
588017604151607391,13:12:27.14,+43:47:17.9
588298663577649247,13:12:37.59,+47:03:47.8
587732484364042409,13:12:51.93,+49:56:09.4
587742061078380705,13:13:12.11,+21:32:16.4
587724649801908416,13:13:16.17,-02:10:42.8
588017724406300860,13:13:16.51,+06:29:08.1
587725040636788911,13:13:33.35,-02:15:38.8
587741603111043260,13:13:36.86,+27:49:36.0
588017605225414725,13:13:40.44,+44:31:58.7
588011218596987039,13:13:52.56,+62:01:07.2
588017571388325944,13:13:57.27,+12:35:33.3
587738568172437552,13:14:04.00,+13:34:00.1
588011219133858019,13:14:24.67,+62:19:45.8
587736805083578487,13:14:36.55,+15:02:26.9
588017712582557815,13:14:41.80,+51:48:57.4
587739408397697048,13:14:45.74,+35:08:54.5
588017977287180305,13:15:02.21,+38:05:08.8
587739405713473666,13:15:04.30,+33:03:31.5
588011218060247138,13:15:10.04,+61:27:23.4
588017990150455475,13:15:20.91,+08:47:57.8
587738568172568706,13:15:41.90,+13:40:01.8
588011218060312723,13:15:47.33,+61:27:53.1
588017947746041992,13:15:50.11,+41:11:13.8
587741727121080411,13:15:53.81,+25:02:50.9
587738572459671572,13:16:00.61,+38:06:38.1
587736540937519260,13:16:01.42,+08:35:13.6
587738569783247009,13:16:23.16,+14:49:26.2
588017724943499395,13:16:36.86,+07:00:54.7
587735429080940598,13:16:41.49,+48:16:23.5
587739304759001167,13:16:42.51,+34:55:47.7
587741602037629115,13:16:57.83,+26:50:54.0
587742902330458244,13:17:43.49,+16:22:31.9
588017722260324478,13:17:50.96,+42:26:13.0
587736804547100820,13:18:01.31,+14:44:10.3
587742190447886473,13:18:23.08,+24:29:33.7
588017720649842724,13:18:27.80,+41:14:05.2
587733197845561408,13:18:30.32,+55:14:26.2
587739303148650647,13:18:34.43,+33:36:15.8
587742060542099478,13:18:39.40,+21:11:00.5
588017724406890621,13:18:42.07,+06:29:59.4
588848899921281087,13:18:42.97,-00:10:44.2
587729385545859172,13:18:57.92,+58:03:17.6
587738570857251012,13:19:27.49,+15:36:38.1
587739506622922832,13:19:52.37,+32:21:29.6
587739406250803257,13:20:15.58,+33:17:51.1
587739302611976236,13:20:23.55,+33:08:07.8
588017729768718492,13:20:31.60,+07:32:26.3
588848898847736035,13:20:43.96,-00:53:52.0
587739303148847126,13:20:46.33,+33:26:37.4
587739719756087377,13:20:48.28,+28:25:28.2
587739608096309325,13:20:48.61,+30:45:27.7
587726031183675538,13:20:53.79,+01:13:10.6
588017702939132222,13:20:56.12,+11:35:04.6
587742060542296276,13:20:56.83,+21:07:02.0
588017948820177040,13:21:03.20,+41:43:14.8
588017977287704756,13:21:17.24,+37:47:44.7
587738570320642162,13:21:21.01,+15:08:35.9
